학교명,학교급구분,설립일자,설립형태,본교분교구분,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
덕명여자중학교,중학교,1953-07-03,사립,본교,부산광역시 부산진구 봉수로 13,부산광역시교육청,부산광역시남부교육지원청,35.15108044,129.0704519
대전여자고등학교,고등학교,1937-05-01,공립,본교,대전광역시 동구 용운로1번길 28-37,대전광역시교육청,대전광역시동부교육지원청,36.33001268,127.4463707
대구조야초등학교,초등학교,1983-12-08,공립,본교,대구광역시 북구 조야로8길 16,대구광역시교육청,대구광역시서부교육지원청,35.90971918,128.577048
남산중학교,중학교,1991-01-14,공립,본교,부산광역시 금정구 금단로 114,부산광역시교육청,부산광역시동래교육지원청,35.25981702,129.0936509
남산초등학교,초등학교,1987-03-01,공립,본교,부산광역시 금정구 금강로 614,부산광역시교육청,부산광역시동래교육지원청,35.26214065,129.0891842
양산제일고등학교,고등학교,1994-03-01,사립,본교,경상남도 양산시 회현1길 36,경상남도교육청,경상남도양산교육지원청,35.34459992,129.023799
서울송례초등학교,초등학교,2014-05-01,공립,본교,서울특별시 송파구 위례순환로 439,서울특별시교육청,서울특별시강동송파교육지원청,37.4778913,127.1384402
송례중학교,중학교,2014-05-01,공립,본교,서울특별시 송파구 위례순환로 429,서울특별시교육청,서울특별시강동송파교육지원청,37.47783301,127.1397415
관천중학교,중학교,1994-05-06,공립,본교,대구광역시 북구 구암로22길 7,대구광역시교육청,대구광역시서부교육지원청,35.93116386,128.5526133
송산중학교,중학교,1981-01-19,공립,본교,충청남도 당진시 송산면 도문로 48,충청남도교육청,충청남도당진교육지원청,36.934811,126.6859161
시화중학교,중학교,2006-03-01,공립,본교,경기도 시흥시 큰솔로52번길 23,경기도교육청,경기도시흥교육지원청,37.34098555,126.7561913
거제고등학교,고등학교,1948-10-16,사립,본교,경상남도 거제시 아주로3길 61,경상남도교육청,경상남도거제교육지원청,34.86108759,128.6884261
거제공업고등학교,고등학교,1969-03-06,공립,본교,경상남도 거제시 계룡로11길 63,경상남도교육청,경상남도거제교육지원청,34.88210511,128.614194
부산소프트웨어마이스터고등학교,고등학교,1970-03-26,공립,본교,부산광역시 강서구 가락대로 1393,부산광역시교육청,부산광역시북부교육지원청,35.18926099,128.9039687
광명광성초등학교,초등학교,1987-11-16,공립,본교,경기도 광명시 철산로 59,경기도교육청,경기도광명교육지원청,37.47885028,126.873071
대구태전초등학교,초등학교,1994-03-01,공립,본교,대구광역시 북구 칠곡중앙대로75길 16,대구광역시교육청,대구광역시서부교육지원청,35.93024595,128.5460016
대흥고등학교,고등학교,1966-02-22,사립,본교,충청남도 예산군 대흥면 예당로 845,충청남도교육청,충청남도예산교육지원청,36.60548656,126.7916056
성안중학교,중학교,2001-05-06,공립,본교,울산광역시 중구 성안2길 30,울산광역시교육청,울산광역시강북교육지원청,35.57278036,129.3178978
성안초등학교,초등학교,2003-03-01,공립,본교,울산광역시 중구 함월14길 19,울산광역시교육청,울산광역시강북교육지원청,35.57656119,129.3124344
다송중학교,중학교,1993-02-20,공립,본교,부산광역시 사하구 다송로 55,부산광역시교육청,부산광역시서부교육지원청,35.06434989,128.9847862
합천초등학교,초등학교,1970-03-01,공립,본교,충청남도 청양군 화성면 무한로 88,충청남도교육청,충청남도청양교육지원청,36.42586476,126.7146112
군산대성중학교,중학교,1966-03-11,사립,본교,전라북도 군산시 임피면 임피향교길 44-6,전라북도교육청,전라북도군산교육지원청,35.98863023,126.8486974
대구동문초등학교,초등학교,1982-12-06,공립,본교,대구광역시 수성구 효행로2길 111,대구광역시교육청,대구광역시동부교육지원청,35.87481761,128.6524258
상평초등학교현서분교장,초등학교,1942-08-22,공립,분교,강원도 양양군 서면 구룡령로 2115,강원도교육청,강원도속초양양교육지원청,37.98772697,128.529879
원촌중학교,중학교,1983-04-26,공립,본교,서울특별시 서초구 사평대로45길 10,서울특별시교육청,서울특별시강남서초교육지원청,37.5063251,127.0146997
경상여자고등학교,고등학교,1957-05-25,사립,본교,대구광역시 북구 침산남로9길 164,대구광역시교육청,대구광역시서부교육지원청,35.90054196,128.5878439
일광초등학교,초등학교,2020-03-01,공립,본교,부산광역시 기장군 일광면 해빛로 46,부산광역시교육청,부산광역시해운대교육지원청,35.26821044,129.2230225
춘천삼육초등학교,초등학교,1955-04-01,사립,본교,강원도 춘천시 동면 방죽길 56-10,강원도교육청,강원도춘천교육지원청,37.91159681,127.75432
석천중학교,중학교,1969-10-04,공립,본교,강원도 양구군 양구읍 박수근로 327,강원도교육청,강원도양구교육지원청,38.1009114,127.9808197
기장중학교,중학교,1954-05-31,공립,본교,부산광역시 기장군 기장읍 읍내로 120,부산광역시교육청,부산광역시해운대교육지원청,35.24488187,129.2183149
운호중학교,중학교,1968-03-06,사립,본교,충청북도 청주시 서원구 무심서로 375,충청북도교육청,충청북도청주교육지원청,36.62505317,127.4851868
문현고등학교,고등학교,2006-03-01,공립,본교,울산광역시 동구 화잠7길 25,울산광역시교육청,울산광역시강북교육지원청,35.48239565,129.4091804
만리포중학교,중학교,1968-03-22,공립,본교,충청남도 태안군 소원면 소근로 63-12,충청남도교육청,충청남도태안교육지원청,36.76552125,126.1939311
춘천여자고등학교,고등학교,1934-04-10,공립,본교,강원도 춘천시 동면 만천양지길 95,강원도교육청,강원도춘천교육지원청,37.88848989,127.7635403
대전원신흥중학교,중학교,2022-02-01,공립,본교,대전광역시 유성구 동서대로735번길 20,대전광역시교육청,대전광역시서부교육지원청,36.33301958,127.3453452
공산중학교,중학교,1954-04-19,사립,본교,대구광역시 동구 팔공로197길 26,대구광역시교육청,대구광역시동부교육지원청,35.95506586,128.6906838
상명대학교사범대학부속여자고등학교,고등학교,1967-03-07,사립,본교,서울특별시 종로구 홍지문2길 20,서울특별시교육청,서울특별시중부교육지원청,37.60410891,126.9551595
황지고등학교,고등학교,1966-03-15,공립,본교,강원도 태백시 번영로 179,강원도교육청,강원도태백교육지원청,37.16112037,128.9855688
서울양원초등학교,초등학교,1991-05-06,공립,본교,서울특별시 양천구 화곡로 16,서울특별시교육청,서울특별시강서양천교육지원청,37.53821733,126.8231052
보수초등학교,초등학교,1953-07-09,공립,본교,부산광역시 중구 흑교로 74,부산광역시교육청,부산광역시서부교육지원청,35.10607215,129.024219
계촌중학교,중학교,1969-03-12,공립,본교,강원도 평창군 방림면 계촌길 139,강원도교육청,강원도평창교육지원청,37.45322867,128.3083929
상평초등학교,초등학교,1934-10-10,공립,본교,강원도 양양군 서면 물윗구미길 25,강원도교육청,강원도속초양양교육지원청,38.07341515,128.5859389
서울강남초등학교,초등학교,1945-11-02,공립,본교,서울특별시 동작구 강남초등길 15,서울특별시교육청,서울특별시동작관악교육지원청,37.50619275,126.9533591
계동초등학교,초등학교,2002-09-01,공립,본교,경상남도 김해시 계동로 96,경상남도교육청,경상남도김해교육지원청,35.1847881,128.7956854
신탄진중학교,중학교,1964-11-14,사립,본교,대전광역시 대덕구 석봉로 15,대전광역시교육청,대전광역시동부교육지원청,36.44731214,127.4234779
대구동부고등학교,고등학교,1988-05-15,사립,본교,대구광역시 동구 반야월북로 199,대구광역시교육청,대구광역시동부교육지원청,35.87429023,128.7190722
밀성제일고등학교,고등학교,1974-01-05,사립,본교,경상남도 밀양시 밀양대로 2078,경상남도교육청,경상남도밀양교육지원청,35.50218318,128.750145
안명초등학교,초등학교,1948-03-25,공립,본교,경상남도 김해시 한림면 안하로 28,경상남도교육청,경상남도김해교육지원청,35.30441614,128.82801
대전배울초등학교,초등학교,2006-03-01,공립,본교,대전광역시 유성구 배울2로 8,대전광역시교육청,대전광역시서부교육지원청,36.4219077,127.3841459
상평초등학교공수전분교장,초등학교,1951-12-20,공립,분교,강원도 양양군 서면 구룡령로 2855,강원도교육청,강원도속초양양교육지원청,38.0417294,128.557252
진천고등학교,고등학교,1976-12-28,공립,본교,충청북도 진천군 진천읍 문화12길 48,충청북도교육청,충청북도진천교육지원청,36.8539549,127.4499542
옥동중학교,중학교,1973-10-08,공립,본교,강원도 영월군 김삿갓면 영월동로 1664,강원도교육청,강원도영월교육지원청,37.12816565,128.5706668
옥동초등학교,초등학교,1925-08-31,공립,본교,강원도 영월군 김삿갓면 영월동로 1679,강원도교육청,강원도영월교육지원청,37.1304806,128.5698387
양주중학교,중학교,1970-03-16,공립,본교,경상남도 양산시 상북면 양주마을2길 18,경상남도교육청,경상남도양산교육지원청,35.41517665,129.0677568
서천중학교,중학교,2011-06-07,공립,본교,경기도 용인시 기흥구 서천동로 7,경기도교육청,경기도용인교육지원청,37.24001911,127.0758949
양도초등학교,초등학교,1918-04-01,공립,본교,인천광역시 강화군 양도면 강화남로 1036,인천광역시교육청,인천광역시강화교육지원청,37.68897162,126.4193695
남성중학교,중학교,1983-04-29,공립,본교,서울특별시 동작구 남부순환로269길 166,서울특별시교육청,서울특별시동작관악교육지원청,37.47900822,126.972489
서해초등학교,초등학교,1996-11-01,공립,본교,경기도 시흥시 정왕대로53번길 14,경기도교육청,경기도시흥교육지원청,37.35612237,126.7251312
고산초등학교,초등학교,1945-05-01,공립,본교,제주특별자치도 제주시 한경면 고산로1길 16,제주특별자치도교육청,제주특별자치도제주시교육지원청,33.30452697,126.1768735
인천송일초등학교,초등학교,2015-09-01,공립,본교,인천광역시 연수구 컨벤시아대로252번길 15,인천광역시교육청,인천광역시동부교육지원청,37.38418802,126.635135
인천만월초등학교,초등학교,1989-03-01,공립,본교,인천광역시 남동구 선수촌로 28,인천광역시교육청,인천광역시동부교육지원청,37.44180662,126.7155208
